"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"18",0.859349524759654,0.065148861330988,3.64880257278169,0.0822653984105399,0.0226828544809655,-0.367486539868703,164.140092590811,0.0885516429402099,0
"19",0.870545141874094,0.0502768957810447,3.2736376147195,0.0762027248952089,0.0221770576862129,-0.296243580176955,163.44745142626,0.0775207797955309,0
"20",0.875072386420452,0.0379227214965991,3.24347152502809,0.118853102457716,0.0213101547422398,-0.328423627986675,166.918836376815,0.0874824715946094,0
"22",0.863843512632934,0.0515326712916744,3.62816494689535,0.0728495587049281,0.0285156356004177,-0.348583539381732,150.412182577828,0.14592792582026,10
"23",0.868667196839304,0.0593552455277017,3.60310038724559,0.0654667623824636,0.0237899801684152,-0.330519419269691,158.351882665989,0.116213961338096,0
"24",0.866526671142775,0.0594302753441294,3.69310526471176,0.0698190137273285,0.0241325541859972,-0.367781093014704,160.206243773658,0.0979530146133712,0
"25",0.860545184740181,0.0578181681715508,3.63755043533019,0.0850138610003622,0.0274460405231352,-0.33619784288775,148.881806452614,0.0992045803563303,0
"27",0.868789891976767,0.055033363607782,3.32722645934371,0.081957437919676,0.0210963535296243,-0.34597168161387,168.771371714892,0.135325214214122,0
"28",0.881537023296548,0.0588826115687206,3.44321937940256,0.0549733127258989,0.0231378339283495,-0.441665035216248,165.572378989125,0.258486420112428,0
"29",0.865788056824773,0.0524569155055336,3.66244433684826,0.0979849482596458,0.0253644812282725,-0.45771072398899,160.499661135447,0.100142074516018,0
"31",0.870302823231437,0.0617003801983783,3.27706727006566,0.0649087141242998,0.0201766144404605,-0.29969176151949,170.377659781151,0.160914202702293,0
"32",0.857613348022408,0.0666952107834059,3.3604205634913,0.087223146464164,0.0197598709536382,-0.261058232918339,169.31587093548,0.115327878724959,0
"33",0.868826574728129,0.054748123789283,3.41252417631305,0.10677405423804,0.0241380691795602,-0.462729323214348,163.677262898639,0.198480810428442,0
"34",0.863151803088225,0.0755617939354467,3.37134657119439,0.072596954615266,0.0231119235507926,-0.432610338939249,165.487948009138,0.263491866096872,0
"35",0.868291937856229,0.0551559621423971,3.32887284786638,0.0682244219927242,0.0240186105975486,-0.313755129393568,157.826065136302,0.0802122064005803,0
"36",0.871102167071313,0.0714660898961835,3.35760264437766,0.0578004877009558,0.0226490227507149,-0.423456311139625,166.439848216047,0.23562257710324,0
"37",0.868251690744381,0.0571242523481021,3.3291691589918,0.0870129810905862,0.0230205845493643,-0.350526737520716,162.641001615459,0.169130298025552,0
"38",0.881539608598062,0.0628788579223152,3.46950527086179,0.0491907579390832,0.0270294875722128,-0.542372931083767,159.091545960554,0.251262650407313,0
"39",0.864711217897657,0.0564496677917718,3.33545903759544,0.071692618351964,0.0273586952474536,-0.349740479734696,151.991440078907,0.0856240767946054,10
"41",0.869289993071916,0.0592011529690038,3.35618583554287,0.0870567725053749,0.0221599720608335,-0.441416996397439,169.450331849696,0.214655856112536,0
"42",0.867314333691827,0.0607881941153871,3.50900009054005,0.0682217972930718,0.0238878741885614,-0.353211300793589,159.047505498676,0.124301852893025,10
"43",0.863123460553776,0.0609997790680291,3.3297690006842,0.088752770637173,0.0271663762732086,-0.358257262441491,151.144351219768,0.172894664670838,0
"44",0.863651904671846,0.0597029796981712,3.32016913909841,0.0802053889936165,0.0231461700899923,-0.327169322645307,161.957832413813,0.10143545328745,0
"46",0.870737834335544,0.0653102640223405,3.71591724330553,0.0557617239071762,0.0236800255027291,-0.39342080600199,162.784259578707,0.116029818084848,0
"47",0.867961857548098,0.0642334024271014,3.67063274378436,0.0519942013244811,0.0235071819064363,-0.346689382613769,161.165640793636,0.0601884287713678,0
"48",0.871461482709986,0.0577833711445618,3.57772074617332,0.0732171427829249,0.0253748363224143,-0.509461256562002,162.385205144012,0.172709337704296,0
"49",0.878423576502225,0.056851276922351,3.32034841702326,0.0651768747054486,0.0236424593676325,-0.489629932995562,166.007755964985,0.246308589140086,0
"50",0.865505031939503,0.0582857872733523,3.79139858439272,0.0814368108736158,0.0229098804104893,-0.491589914516879,169.100272790677,0.0836340813303466,0
"51",0.881902507104718,0.0395049579725614,3.43943959862801,0.0751774052171921,0.0245116635471704,-0.403052408960891,160.56636264173,0.140116412599759,0
"52",0.873984135660857,0.0533353787215122,3.41231254701426,0.0851166369146278,0.0219980727208436,-0.45511389466779,169.742829331474,0.200636349075839,0
"53",0.867314333691827,0.0607881941153871,3.63394964866017,0.0682217972930718,0.0238878741885614,-0.353211300793589,170.00288076193,0.114500261791565,10
"54",0.872126567305998,0.049122586904271,3.2875051268869,0.0904183283914502,0.0231388615686389,-0.316647838605289,160.768178813768,0.150747864249906,0
"55",0.864554589475425,0.0622934990184398,3.35870274425211,0.0941618017842555,0.0230656066831062,-0.320274150833475,161.691702352564,0.203732673312183,0
"56",0.843530256033795,0.0817222732090833,3.32050098054997,0.120903023555506,0.0237090185403626,-0.319361485556771,161.261176966556,0.182093788756425,0
"57",0.88434550885818,0.0693724379434706,3.45084852358052,0.0436790556843261,0.0204631037189421,-0.4421414164709,173.840314441673,0.274955537727686,0
"58",0.867314333691827,0.0607881941153871,3.33198821653655,0.0786342604697485,0.0238878741885614,-0.353211300793589,160.112542623198,0.168770988694971,10
"59",0.873756641938789,0.053363897182781,3.35441082483515,0.0681044558179618,0.0238450758077386,-0.33519087181404,159.601565511598,0.153955492950576,0
"60",0.857634497496452,0.0663231398673363,3.57291176911706,0.0726897921063012,0.0273369503138787,-0.547454189921604,158.28172811634,0.118244125806805,0
"61",0.867314333691827,0.0607881941153871,3.33198821653655,0.0786342604697485,0.0238878741885614,-0.353211300793589,171.35284869525,0.168770988694971,10
"62",0.869863790789596,0.0582464461766622,3.39958942796622,0.0645431456961041,0.0242803304648967,-0.337743944798694,157.513781713132,0.126938889538033,0
"63",0.870123489307975,0.0473900608278649,3.43930557626018,0.11636755870924,0.0223669784339628,-0.464045320953948,169.202696156033,0.127481830824907,0
"64",0.871303955378232,0.0681109567842904,3.47035760035469,0.0535302836866221,0.0261069034531552,-0.444971885995991,158.469289934544,0.170908272057224,0
"66",0.86969353756043,0.0547211734596999,3.6715398096038,0.0696386307268389,0.0213564708414954,-0.371746728481786,168.51375102175,0.0630435921961837,0
"69",0.865845346871885,0.0579898183560483,3.47036602487557,0.104355249485391,0.025106483372982,-0.493437151732441,161.354081354257,0.187946222899798,0
"70",0.867314333691827,0.0607881941153871,3.33198821653655,0.0786342604697485,0.0238878741885614,-0.353211300793589,162.998072427259,0.168770988694971,10
"71",0.85930555174719,0.0721639833870235,3.30138013719822,0.076161381159495,0.0205510840284456,-0.300585930548285,168.474607012669,0.176616747331989,0
"72",0.856109774353453,0.0654921202730312,3.62364303618909,0.0929397656382831,0.0191548412806578,-0.268730798014301,171.932862664178,0.0917874487694418,0
"73",0.86821106791838,0.0520312545352623,3.78529511400649,0.0983911347097587,0.0261587363338085,-0.618006188235878,164.212919358039,0.123754707966374,0
"74",0.856395987472757,0.0679032923110895,3.62663470415143,0.0843905653744887,0.0226511794742866,-0.299220242114545,160.886551552783,0.0901084695948023,0
"75",0.87498629421192,0.0666586446923491,3.3455466524978,0.051389648309796,0.0196476932662276,-0.336693826604228,172.687776771531,0.174142522798374,0
"76",0.876030449550588,0.0521914615621345,3.27306044471276,0.0671932914397273,0.0192082009731501,-0.267609043715516,171.47074141368,0.147549109832682,0
"77",0.865253379877015,0.0633230964498672,3.6485512811706,0.0652592671241501,0.0237312985004911,-0.332261698807918,159.393307116589,0.0794773718052182,0
"78",0.862631549006617,0.0584433084822224,3.27716683434347,0.088554487288399,0.0216709961078979,-0.274576676465029,164.43042488687,0.103146714554027,0
"79",0.883423899922403,0.0373295739098072,3.77479711445455,0.0540274312886765,0.0249543047312342,-0.504542393846078,162.623923981851,0.0771219096306359,0
"80",0.879447009747513,0.0586752555129479,3.48862004528866,0.0556659607233354,0.0223201927066498,-0.360714464992296,163.643026347606,0.219028404355808,0
"81",0.877053058355482,0.0793228421905375,3.94735136199488,0.0379317316941189,0.0237982041498462,-0.545530832886748,168.074714037344,0.106251309829461,0
"82",0.856832233813622,0.0609080191162051,3.64183862597771,0.0780343334879108,0.0240279098209882,-0.292098071806047,157.283002000781,0.127384523296488,0
"83",0.865717159710928,0.0680277391890321,3.59896476450422,0.0676202695002083,0.0234247424447012,-0.446582449636766,165.179797574024,0.163582832832173,0
"84",0.846425766383905,0.0766402946721517,3.33614253959774,0.105900790280785,0.023516653251868,-0.356729767696834,161.157276638552,0.123714881462567,0
"85",0.866298304298329,0.0691147158683236,3.52727424558976,0.0538697508553821,0.0249408244695079,-0.449257734210827,160.976723337198,0.0981588145227481,0
"86",0.86294315759649,0.0651999471273772,3.34618506811635,0.076098639368947,0.0272689544795239,-0.446609048012893,155.122287426849,0.159908453327933,0
"87",0.876775927402501,0.0503121218559879,3.55219623458003,0.0605200817692894,0.0204962256949594,-0.343744965170308,170.850531150344,0.0787755505008895,0
"88",0.873014479386998,0.0613320060313313,3.32182433150354,0.0624798124408816,0.0249435416037075,-0.379927044017422,158.094034233238,0.21114124990829,0
"89",0.867314333691827,0.0607881941153871,3.50900009054005,0.0682217972930718,0.0238878741885614,-0.353211300793589,164.659954232363,0.124301852893025,10
"90",0.865762456635501,0.0626367630113977,3.33315568637445,0.0732605278779511,0.0233188195005829,-0.352907728225497,161.982618313055,0.142291639330092,0
"91",0.868321421090355,0.0615443740623172,3.38984479643217,0.0662294640789021,0.0261883448727025,-0.414426360955417,156.580369686119,0.162573146591047,0
"92",0.849989872051576,0.0768831363659188,3.71047857846387,0.0879883840379209,0.0237193294104029,-0.382034501241411,161.723576057066,0.130263426764855,0
"93",0.870366399136927,0.0573290625305616,3.33562630322171,0.0671410230567151,0.0239347079713669,-0.341946292577067,160.309583055606,0.133324422935084,0
"94",0.865544279213268,0.0650633414080706,3.56029145183171,0.0577676482176896,0.020678758380142,-0.297997595367457,166.872393767337,0.0704662165820436,0
"95",0.875945287836462,0.061279081970601,3.68492102671752,0.0432448079222693,0.0261544378028346,-0.466649809470645,157.87676360617,0.077406113861693,0
"96",0.856971222251126,0.0610272001483009,3.49608068215446,0.100580000233361,0.0261587007245508,-0.488847195678412,160.062231322887,0.0979028195576434,0
"97",0.876582982276404,0.062069829079677,3.43968409510681,0.0547194990111108,0.0242361859192347,-0.411355204356841,161.16556193368,0.200591362936104,0
"98",0.863843512632934,0.0515326712916744,3.33661597794841,0.0728495587049281,0.0285156356004177,-0.348583539381732,155.878517109502,0.132049154023294,10
"99",0.858623670327455,0.0713518129934136,3.31129667854908,0.0858819027152911,0.0226436590487425,-0.323373675454526,162.340198922757,0.19251572976865,0
"100",0.866458731959826,0.06158021946056,3.81014488540409,0.0708249495503662,0.0269512991373518,-0.416591302922755,154.174685418518,0.123152920284401,0
"101",0.877060256443419,0.0556666653628617,3.31972056709759,0.0577183599930821,0.0224530936034782,-0.333760477559903,162.231058272013,0.166062567866901,0
"102",0.867314333691827,0.0607881941153871,3.33198821653655,0.0786342604697485,0.0238878741885614,-0.353211300793589,170.006838172808,0.168770988694971,10
"103",0.869188107769155,0.063006962707583,3.37728574014227,0.0677021765787418,0.0230971818477173,-0.415924155315412,164.728293150368,0.166324127010108,0
"104",0.856099903974266,0.0634870792462353,3.53833199416396,0.0932960099175987,0.0252049512369717,-0.351175730491626,156.939929938965,0.0911992750503911,0
"106",0.851740827695028,0.0675424252475825,3.87431609157637,0.0993912949844677,0.0308913387365414,-0.526553624560955,149.429004512013,0.141391765051421,0
"108",0.877600733027944,0.0606223019554918,3.81078695217152,0.0472550517352893,0.0245647989566957,-0.483566371004424,162.787752991028,0.108943548544027,0
"111",0.870435119367717,0.0658031113468993,3.65690254439138,0.05777179717947,0.0210175271296901,-0.335784407242375,167.283061438303,0.122957529972239,0
"112",0.870681560171458,0.0517766023850162,3.39394470953628,0.0768737300305398,0.0254406690881682,-0.373532097615813,156.246002807997,0.113312178839436,0
"114",0.880747829997897,0.0447097479262106,3.97109638844027,0.0697989416451522,0.0264026327589455,-0.702651120950859,166.643714758001,0.137705175388806,0
"115",0.863983703400661,0.0696363528085702,3.72445951523093,0.0528931555568776,0.0222302489091596,-0.334894070677312,163.861306914438,0.0773066146292916,0
"116",0.866315020444425,0.0661249435614711,3.59623964398082,0.0635863959326943,0.0261402199840519,-0.458090955010365,157.835507324208,0.128849124160102,0
"117",0.874919840438571,0.0450364749728092,3.72567049824553,0.0744197656922908,0.0251505066777654,-0.422518815164402,159.563112044483,0.0826330034095497,0
"118",0.862646893065813,0.0687480194542006,3.63062158483501,0.0661220843932379,0.0230212632832756,-0.335562060134693,160.329961459978,0.10944192626121,0
"119",0.864251224168864,0.0696952354292741,3.12167579325357,0.0571514565395234,0.022898777839167,-0.346670085925257,161.651088455899,0.104996349441877,0
"120",0.855184511735754,0.0772476097073844,3.58203837314392,0.0722738166718015,0.0250884279682251,-0.37130704808867,156.798072543906,0.156066335875932,0
"121",0.881220313775297,0.0671113824396778,3.74799868196966,0.0383131744144981,0.0220154160754063,-0.426091632976055,168.06428750646,0.111733044884599,0
"122",0.854862633940078,0.0652983624415345,3.62012614189554,0.0934402625798196,0.0189298295828756,-0.237100025697791,170.644517422804,0.0886069577426417,0
"123",0.86120777729214,0.0628431790934488,3.3096477581864,0.0890724046833511,0.0266676737746392,-0.371771549407199,153.374384521234,0.162904591417487,0
"124",0.867314333691827,0.0607881941153871,3.33198821653655,0.0786342604697485,0.0238878741885614,-0.353211300793589,165.486594485554,0.168770988694971,10
"125",0.865801989243373,0.0694185679943534,3.76930933691832,0.0716741739252787,0.026509351489282,-0.615444709052176,163.187117297218,0.207170788428057,0
"126",0.865586052520598,0.0616516574093048,3.32955879792425,0.0741707267165936,0.0256755234270252,-0.352872006682192,155.000710762032,0.152922001365312,0
"128",0.869732161032553,0.0653586958784407,3.32673480356176,0.0707475354791718,0.0221883149301118,-0.362920021740263,165.547661110011,0.227731236156216,0
"129",0.870004545106884,0.0579115324730091,3.67189341575483,0.0586943348735185,0.0274272175499584,-0.38049008562398,150.939729829232,0.103262626426461,0
"131",0.867314333691827,0.0607881941153871,3.33198821653655,0.0786342604697485,0.0238878741885614,-0.353211300793589,161.596204455809,0.168770988694971,10
"132",0.872685271010194,0.0583664076046284,3.34270285940754,0.067003017779078,0.0222740369405611,-0.323054158572778,162.86122618742,0.174096322240125,0
"133",0.857831818712123,0.0683038356358042,3.46451545125579,0.0869321946553846,0.0214938335824088,-0.290990677270397,164.286686908442,0.130162791601034,0
"134",0.870254459056034,0.0564079494215372,3.65754561170964,0.0736392404584182,0.0183129527771146,-0.300030439041067,176.809769520901,0.119698493799572,0
"135",0.867314333691827,0.0607881941153871,3.50900009054005,0.0682217972930718,0.0238878741885614,-0.353211300793589,164.459817256301,0.124301852893025,10
"137",0.871168821212749,0.0644862167079242,3.70103626324236,0.0562402210853622,0.0259974497275061,-0.404032935652656,156.094236246778,0.145614662029533,0
"138",0.864181989802422,0.0591461505837437,3.67042102522608,0.0825779234898775,0.0200463560652108,-0.379195452117877,173.254363857583,0.0818939117934831,0
"139",0.881121032017921,0.0611622938859401,3.45440827347457,0.0440403273535483,0.0225288950399225,-0.494607975005648,169.983465579415,0.160031802933822,0
"140",0.867976136692106,0.0560797098534266,3.1252898480292,0.080685854175635,0.0193098822893369,-0.320053325911712,172.916126854268,0.140409197797269,0
"142",0.871332184479433,0.0458218580415722,3.65715562268038,0.0684777470018877,0.0245467390753403,-0.296293763965827,154.999928226876,0.100162816678551,0
"143",0.860609033775195,0.0568377758822061,3.69982682802231,0.0930035447511537,0.0232447955409228,-0.29206741483387,160.241197493135,0.0821391191577088,0
"144",0.863470516987624,0.0604060002566789,3.649106949346,0.0646951860791144,0.022564144626352,-0.296415038615412,161.091807409249,0.0685669879262793,0
"145",0.86411695446682,0.0617421325968394,3.69248411699195,0.0716109758268255,0.0236924523415014,-0.383597231297269,162.504381791778,0.0760591814984105,0
"146",0.867314333691827,0.0607881941153871,3.34240067971323,0.0682217972930718,0.0238878741885614,-0.353211300793589,166.359507339422,0.13894343611588,10
"147",0.866682811772246,0.0687155474039043,3.67968556539052,0.0604239696565375,0.0233698862235155,-0.361753795855906,161.800869598386,0.127007014300866,0
"149",0.856507306825836,0.0654375788423526,3.30912461250897,0.122206584799009,0.0194873442444917,-0.329988027419275,173.718837641025,0.189911104195195,0
"150",0.8732535568523,0.0460956356606765,3.63171175379603,0.1015856847668,0.0232496180308605,-0.63578080763198,173.090084791003,0.146778780949617,0
"151",0.867314333691827,0.0607881941153871,3.33198821653655,0.0682217972930718,0.0238878741885614,-0.342798837616912,159.017829032613,0.139813288814,10
"152",0.869799215629156,0.0687532823379065,3.36926302385853,0.0631024484614474,0.0233042359195955,-0.379254412397531,161.995332691306,0.218672037839181,0
"153",0.870754437940917,0.0564497062697962,3.26448239645994,0.0835826455986629,0.0180755323946737,-0.248304476531767,174.807753390781,0.206372451684228,0
"154",0.878438963465814,0.0616731821825023,3.31862001023134,0.0464241402740916,0.0197896211657011,-0.33044466070781,171.186805235504,0.137802397408322,0
"156",0.862120972562065,0.0687267591072558,3.49201672859511,0.0932234878051532,0.024667526408968,-0.504997914901899,163.323617615654,0.232042083553743,0
"157",0.86660152694161,0.0600649208454221,3.66712878206344,0.0649676715648906,0.0213082246182237,-0.335589512020619,167.435302367502,0.0623709774435602,0
"158",0.867314333691827,0.0607881941153871,3.65477457501353,0.0682217972930718,0.0238878741885614,-0.353211300793589,162.606941617356,0.113740187369989,10
"159",0.863760875396546,0.0643406110693297,3.40759743394826,0.0740056657333415,0.0226916958546526,-0.315607407875985,162.098218454381,0.126055928350987,0
"161",0.865230745807788,0.0663517011828499,3.67641983283771,0.0598645216087169,0.0236995034259374,-0.34639508326756,159.636911152385,0.0703746926031849,0
"162",0.873809982486419,0.0536098394327548,3.32572880966924,0.0661310938583272,0.0212429197017011,-0.292698642984147,165.287847116047,0.131189578310314,0
"163",0.867314333691827,0.0607881941153871,3.65477457501353,0.0682217972930718,0.0238878741885614,-0.353211300793589,163.789251646206,0.113740187369989,10
"164",0.866177238864907,0.063956332366281,3.32371306963378,0.0745367186507848,0.0235285573076567,-0.336764883953192,160.290075919292,0.169853948413193,0
"165",0.863400124312143,0.0645657309177749,3.55869707436953,0.0780538561151269,0.0262948007386683,-0.44092556212215,157.536030837968,0.150443509243054,0
"167",0.873491063786416,0.0596032455833052,3.43289360765964,0.0538727732135403,0.0215397629603376,-0.321942192358132,165.117896321434,0.107968946817683,0
"168",0.867314333691827,0.0607881941153871,3.33198821653655,0.0786342604697485,0.0238878741885614,-0.353211300793589,161.026407228423,0.168770988694971,10
"169",0.862295330891276,0.0613075641773138,3.47187005291439,0.0793221762477104,0.0232567352759097,-0.305118885900882,159.843628555983,0.0919166654782936,0
"170",0.87810331924958,0.0578069579665811,3.4835472792079,0.0514521741449557,0.0202558903373641,-0.354895379610247,171.340949838752,0.135447251560089,0
"173",0.873480387533621,0.0461882032266517,3.6305759975497,0.0683958776635372,0.0222801681175726,-0.346385054203706,164.382561351967,0.0581891395975044,0
"174",0.867314333691827,0.0607881941153871,3.33198821653655,0.0786342604697485,0.0238878741885614,-0.353211300793589,159.71422804535,0.168770988694971,10
"175",0.868662767623373,0.0630336974990672,3.52443979801354,0.0654447565285812,0.0234248148277977,-0.404336476599528,163.309013498285,0.137406995923478,0
"177",0.845537273711476,0.0725221358475971,3.63347491910597,0.124793015105624,0.0264737113484842,-0.573470270101972,161.537213509442,0.114381180357207,0
"179",0.868120321504386,0.0690966882336064,3.34393593252346,0.0580274059357619,0.0226849693211613,-0.361326256344567,163.863090858139,0.15386794910825,0
"181",0.867314333691827,0.0607881941153871,3.33198821653655,0.0786342604697485,0.0238878741885614,-0.353211300793589,164.356852720146,0.168770988694971,10
"182",0.875742615670043,0.0435069254500796,3.37922986101539,0.0904668870072606,0.0212559370161425,-0.458975065766421,172.746005654459,0.13302427628856,0
"183",0.858210760652786,0.0647412658968905,3.28266553803785,0.0871005384183519,0.0216114757231709,-0.280494084924739,164.275030432473,0.108610765279609,0
"184",0.867314333691827,0.0607881941153871,3.33198821653655,0.0786342604697485,0.0238878741885614,-0.353211300793589,162.398295200461,0.168770988694971,10
"185",0.868051609904595,0.0495069682705961,3.68509263870138,0.0889361690982894,0.0203688093279053,-0.325438211342039,169.578047886069,0.0675296760488913,0
"186",0.867314333691827,0.0607881941153871,3.33198821653655,0.0786342604697485,0.0238878741885614,-0.353211300793589,165.265474018254,0.168770988694971,10
"187",0.867314333691827,0.0607881941153871,3.59229979595347,0.0682217972930718,0.0238878741885614,-0.353211300793589,158.930715355787,0.116499812652996,10
"189",0.869271764487569,0.057407441260636,3.36664412195796,0.089487220316207,0.0238242874926705,-0.498106589409045,166.411279132581,0.191798728161483,0
"190",0.873159236605747,0.0491188464394414,3.41022913403268,0.102305076384986,0.0248072702563045,-0.409030947368969,160.182283727794,0.182128566163724,0
"191",0.867314333691827,0.0607881941153871,3.33198821653655,0.0786342604697485,0.0238878741885614,-0.353211300793589,164.899269917274,0.168770988694971,10
"192",0.862509961294739,0.0577884762046521,3.40784154110042,0.0980285085475189,0.0220354202467617,-0.403950073360577,167.694778477241,0.122612099201297,0
"193",0.878623612750679,0.0556555932020861,3.44424771609485,0.0471104954407163,0.0245100447195664,-0.372942031851351,158.478588848026,0.132451582978065,0
"194",0.864711217897657,0.0564496677917718,3.33545903759544,0.071692618351964,0.0273586952474536,-0.349740479734696,150.925736842311,0.0856240767946054,10
"195",0.872183508136655,0.0622418883530046,3.55542280329972,0.0872610573768169,0.0245115759497919,-0.506737629001674,163.987016625004,0.298657558286766,0
"196",0.871511070925152,0.0630432437766997,3.38721390738789,0.0694116857892924,0.0257690476169456,-0.39374748300719,156.379199942212,0.230058122443562,0
"198",0.870872021448581,0.0752526982954738,3.3252909703856,0.0560190657704895,0.025303628167075,-0.469670470505221,160.865639972286,0.279781629302502,0
"199",0.863431287597489,0.0626591899343375,3.63409816643856,0.0745422997112458,0.0211179978476758,-0.285728311904008,165.664828106847,0.0823657472666695,0
"200",0.878826261662517,0.055411400665703,3.33318264293552,0.0524627770923385,0.0213622062189858,-0.324839527370493,166.128483173249,0.137360402736416,0
"201",0.889141279436834,0.0730403118633499,3.62126623450253,0.0301480520151314,0.0281772366334968,-0.745068839999749,164.021450220007,0.21048947484768,0
"202",0.877052272287631,0.0457437537809627,3.25323404548814,0.0691809620744811,0.0219408834225192,-0.284193893376792,162.282886397711,0.108673106749967,0
"203",0.86860237312569,0.0628808339970086,3.32975028038328,0.0672090078025343,0.0218457704559766,-0.31883820333773,164.051389864417,0.154575744855973,0
"204",0.879933569319918,0.0318571522501201,3.31549783353743,0.11632246001525,0.0210207268872531,-0.238305183741973,164.113380073789,0.0779044051254157,0
"205",0.863750278748391,0.0580426854094565,3.61631268827209,0.0795848899629656,0.0225661970315057,-0.325429478201472,163.287724399505,0.0559317633280108,0
"206",0.867314333691827,0.0607881941153871,3.41528792194996,0.0786342604697485,0.0238878741885614,-0.353211300793589,168.25070933126,0.166315533341823,10
"207",0.879436046833303,0.0767234875611275,3.43637859473541,0.0397117417963284,0.0267464234093738,-0.610086946408547,161.999239801597,0.222090206701696,0
"209",0.866905205191512,0.0634080056582321,3.33893229258721,0.0720762946451244,0.0230402676186172,-0.330631389809201,161.919120182662,0.159494832020968,0
"210",0.860031002123425,0.0740374260522315,3.37721745366722,0.0729594623785441,0.024773620109111,-0.459253423512496,161.59148891198,0.200492218417012,0
"211",0.870744347546043,0.0543473004396095,3.37603460020577,0.0675859848457118,0.0250229182628009,-0.392204798831346,159.477106946169,0.113181957682087,0
"212",0.867314333691827,0.0607881941153871,3.38405053241993,0.0682217972930718,0.0238878741885614,-0.353211300793589,160.048253633347,0.136580373296842,10
"213",0.872344879768027,0.0555969164849686,3.82509038044183,0.0742603173484275,0.024657576093877,-0.53878980160227,164.58612716765,0.145070751681753,0
"214",0.868115295032314,0.061588145414104,3.34757525970877,0.076635583276683,0.0217455226391201,-0.30933990877448,164.975963692787,0.167044574419797,0
"215",0.855672835284569,0.0596103978093776,3.66261681753913,0.106987627609545,0.0290069610178363,-0.429325468455103,150.883996215058,0.126396451113045,0
"216",0.873759477707593,0.0619017960010815,3.3343775262293,0.0641280315427427,0.0246768589601379,-0.383546295259142,159.620439070714,0.237509493864519,0
"217",0.877029332703109,0.049981256125484,3.31578427292454,0.0858388059123625,0.0197116171194556,-0.33131934474687,172.611074573771,0.224224699218263,0
"218",0.869244443839957,0.0576388493826152,3.36900828598634,0.0933891011392151,0.0249840465784813,-0.417699875122215,159.811559106073,0.217269120173695,0
"219",0.86440752890076,0.0560977952758674,3.62040258137792,0.0812037468971227,0.0231442927283908,-0.33019544617574,161.559100695193,0.0613718634910723,0
"220",0.876445527490934,0.0526843105188358,3.45719154669663,0.061449610981848,0.0244207267997256,-0.47173733892858,162.825698806842,0.146319801247792,0
"221",0.875766211921475,0.0509691332131838,3.33547187672927,0.0519954604422296,0.0238496406329739,-0.325527266379265,157.153305415684,0.075233337801199,0
"222",0.861564089608901,0.0580165850066568,3.72803696062755,0.0971607809999691,0.0289376081199052,-0.499048045801959,153.111065988499,0.128568922412909,0
"223",0.867314333691827,0.0607881941153871,3.63394964866017,0.0682217972930718,0.0238878741885614,-0.353211300793589,158.598583176138,0.114500261791565,10
