"","V1","V2","V3","V4","V5","limit"
"92",0.468457514483791,0.0185794114680035,0.0830616755624504,-89.5077438803649,0.0912979098844728,0.244775397042825
"94",0.467512719309964,0.0134096365444796,0.391251519444937,-95.4862265325996,0.13759671367317,0.433239020990521
"95",0.463495106617982,0.0201442371537756,0.0558627946280673,-86.930752097395,0.117311482656795,0.102893076449329
"96",0.469126515456049,0.0185752375893488,0.199351750401214,-87.1085490526418,0.109863634174514,0.375948313850272
"99",0.46605848045395,0.0170748188368326,0.127869735256776,-91.8673169241058,0.0860594865875881,0.332525562734643
"100",0.464381277616861,0.0161234997504761,0.141745418667136,-93.9716935124838,0.126081925986203,0.350631571262405
"101",0.464736456397694,0.0121958770632442,0.30185459636907,-100.981791165432,0.150767438051756,0.424333304648656
"102",0.47157305723012,0.0180674241382149,0.215106304813781,-87.9253568419636,0.158235031534269,0.387580055937778
"103",0.463560763802083,0.0136434007680554,0.136541594094561,-100.253975549767,0.167500267494751,0.36363955767784
"105",0.465610714129058,0.0164672238036489,0.13953200694601,-92.9330105538669,0.0985148452661084,0.34759317704869
"106",0.464694551387261,0.0196016558360677,0.061370371629237,-88.1998857467869,0.0994303968942896,0.1452952172185
"107",0.469198149917087,0.0208510796584646,0.132589317666921,-84.6506054566735,0.128897529743293,0.311937519684078
"108",0.471752750565171,0.0198289484114707,0.130078498775779,-85.9959080098781,0.156506704395814,0.319314426029688
"109",0.465394947278694,0.0148379713775402,0.200644109140784,-95.6160930876337,0.113221061672618,0.391443255195229
"110",0.468994061274051,0.015105741241151,0.162699046210091,-95.826733959982,0.136827757424163,0.376149379064635
"111",0.464380819766542,0.0168578202309777,0.151691159295856,-91.8083411026478,0.120427743112893,0.353248303479956
"112",0.464399696046908,0.0163813341272823,0.140330794806103,-93.2317912853143,0.123778220678702,0.34766598731308
"113",0.468250081631542,0.0189608071561523,0.173216271712444,-86.867487162128,0.099829947193069,0.358786883003014
"114",0.462377794057619,0.0149785901481871,0.361015671847747,-91.934177256125,0.168658549243813,0.420887655772142
"115",0.466504557452081,0.0202697634149126,0.140019845874621,-85.2467291160756,0.0878802195725329,0.321741054190816
"116",0.462331695199373,0.0211778461902077,0.153684146624417,-83.096005298622,0.127834400635562,0.324530583924289
"117",0.466350595545949,0.0144161085932238,0.0764004045117101,-99.5000977364505,0.112236537708161,0.277659073748912
"118",0.473488339109231,0.0193230483948297,0.0841206995383479,-88.0482706289029,0.178440141904564,0.243782113401718
"119",0.465337451034062,0.0171937020736143,0.111278916438457,-91.8924883874152,0.100080829117348,0.310827480736829
"120",0.462071770573545,0.0148865209365639,0.222890432177794,-95.0635960426797,0.181142417589026,0.395283255736402
"121",0.460112778936699,0.014760729234941,0.181264227391699,-96.2233093789106,0.22210721903139,0.37868066490438
"123",0.467768535178144,0.0201729568442116,0.0527503327755999,-87.0538976357323,0.0966518942937,0.0853452255465744
"124",0.466113522234305,0.0208438805061952,0.0466880277508442,-86.0151259952941,0.0807461922182824,0.0196632969767527
"125",0.468122803894238,0.0187451142009207,0.32208243137713,-84.2372408877739,0.106830563135595,0.409923062539915
"126",0.460677156438275,0.0172532431391522,0.348891499754835,-86.7219102344034,0.176601600809214,0.411225555722075
"127",0.469090101390713,0.017799650704948,0.106789324225001,-90.686455130373,0.109279354207182,0.302410043865067
"129",0.462221068549018,0.0172453775052169,0.17660395273681,-90.4333549706221,0.15717649543332,0.364571059939543
"130",0.469158026380746,0.0178991465250526,0.080393335820604,-90.9943266748384,0.108769970053776,0.246513371293984
"132",0.46839176321582,0.0170923355466145,0.124130943821416,-91.8194837855587,0.102303405310111,0.330695754304417
"136",0.468977949163721,0.0199084640017767,0.0633292171254652,-87.6169341795235,0.111997791303276,0.15461334929294
"137",0.46847548029159,0.0194839193108955,0.0492530479348201,-88.5210388882744,0.0990514852966341,0.0728873872119516
"138",0.46830303955408,0.0199396012819996,0.0955000547026919,-86.9191767293167,0.105036939123442,0.259511522689769
"139",0.466042599365346,0.0166406929876657,0.186552891649821,-91.637717698038,0.088019866821459,0.376841661012153
"142",0.464405577493036,0.018691182124857,0.186552744349646,-87.2088853516699,0.107547683407561,0.364213097398371
"143",0.464308543726567,0.0208933379567255,0.077452277602685,-85.203710672678,0.0992446313767769,0.194550976829643
"144",0.458863650428745,0.0142174250409031,0.296014162488892,-95.26440133003,0.243461185181934,0.410834107107699
"145",0.466149712548019,0.0157334149262806,0.140297310177917,-94.5659956893908,0.0915410068641236,0.354006329996148
"146",0.464069250729853,0.0151633512133776,0.143628040548241,-96.1301615941855,0.140543291238027,0.358495498170828
"147",0.46521845754732,0.0152742444984288,0.0612457717295242,-97.6123545663808,0.116532524729972,0.215825820846072
"148",0.470509573034502,0.0225341442466311,0.130739032886933,-81.1908864254992,0.160628361733469,0.298149844275308
"149",0.466747268284236,0.0209917559215167,0.128462408328017,-83.9588711485552,0.097453758513372,0.30333949635522
"150",0.464630960954871,0.0165631064094188,0.202081751937483,-91.3864883762025,0.116554131285917,0.382668555885546
"151",0.462692520882604,0.0181591158051302,0.121429312004234,-89.5906060270873,0.143073602676002,0.313147773363182
"152",0.462850649171441,0.0190965058212441,0.134820955992538,-87.4857525982942,0.133151882085193,0.321207195595121
"154",0.466281247581248,0.0155892502148582,0.161272515622499,-94.5848733382193,0.0892659303618637,0.369617224237376
"155",0.464270031710962,0.0169440077787093,0.209561412431056,-90.4820576263797,0.120725580793202,0.383415414526685
"156",0.457122828724977,0.0147828096657203,0.122202405379704,-97.4342128087232,0.279497606580148,0.336152954033987
"157",0.45943468612853,0.0170107382827102,0.19375726993025,-90.5444989865833,0.206633170084249,0.371640621478291
"158",0.470290244473801,0.0170333140386047,0.162087694971749,-91.1882451751227,0.142187429070394,0.365203217099061
"159",0.468323184040956,0.0188004956816193,0.0446107536752747,-90.0328739673334,0.0886333254435894,0.0468890200169717
"161",0.471688982545453,0.0160780508445932,0.0520305500147413,-95.8664651354915,0.172645967940483,0.162677241557938
"163",0.471414547556978,0.0196143820332769,0.0864318888123691,-87.5373241594953,0.147186177353189,0.244479994780319
"164",0.470493520842993,0.0158151398970533,0.0433330094730954,-96.786551170589,0.153232345472716,0.105526026331156
"166",0.462568804686465,0.0145273595009843,0.258269775235176,-95.2256572544156,0.173781141124517,0.406320025719759
"167",0.46182793508416,0.0161417017655013,0.331289240529747,-89.805441802799,0.168400190682279,0.41310404130575
"168",0.466450853469987,0.0212797801859054,0.157227142991485,-82.8307778085423,0.0988046507549633,0.331106664285949
"169",0.470550297909413,0.0198838013040059,0.131302566285578,-85.892859828747,0.139100751722772,0.319115319397574
"170",0.467193663594753,0.0158526356019274,0.0608865365108057,-96.1067011890712,0.0948902935527123,0.20683010031153
"172",0.471146654588961,0.0162535768313519,0.106954115498501,-94.08762818727,0.164132819383785,0.319178899485795
"173",0.46199305397235,0.0134049370954648,0.0948787587588095,-101.63664468854,0.20776562203207,0.32070814182946
"175",0.46617242312983,0.0189557324147687,0.0753670652514122,-88.8866249660746,0.0754838050455039,0.214660275860522
"176",0.460464567731092,0.0203398301015227,0.223453367740772,-83.0909575668857,0.159603424837948,0.369439624553154
"177",0.469295040717136,0.0180464894305864,0.160929983365241,-89.0131581384001,0.113031369786754,0.35715627668316
"178",0.465327935078628,0.0194866383467712,0.168092587608094,-85.9690669360049,0.0874071925429768,0.349399930018677
"179",0.464880682908081,0.0198361424100693,0.152047088301387,-85.5496829215711,0.0937034344851024,0.334420161554655
"180",0.469700211062446,0.0195506919226651,0.0657427002619527,-88.037036383381,0.119158635506725,0.17231826835603
"181",0.465270415072377,0.0162598530173281,0.053389296930423,-95.2448917761505,0.108380301230914,0.160717743428882
"182",0.464958589463384,0.0183607544748485,0.041441538042445,-90.8073847277797,0.101700921433457,0.0219066338134
"183",0.468328956113328,0.0166430432926448,0.067286957995161,-94.205016010874,0.103127759087151,0.220984689281682
"184",0.46427035909189,0.0147416986445351,0.424269471541018,-91.2446072497725,0.132662451912759,0.429524284643048
"185",0.463291094704294,0.0107500023568625,0.375051666309405,-104.252763060585,0.202059357730469,0.434628370811757
"186",0.461622375702252,0.0161125300887639,0.0581906606163224,-95.5641446795279,0.184118922023379,0.184730346670288
"188",0.467229823760533,0.0196051876553123,0.0996254223493429,-87.379913777701,0.0868933912039436,0.270440819578794
"189",0.469824701234603,0.02017419658592,0.136740671420057,-85.3584785942604,0.13163960457766,0.322288519231033
"190",0.46779627079604,0.0129714342093654,0.0703098138343936,-103.613527609693,0.130811448625676,0.283306602825675
"191",0.467021925539713,0.0202009912728184,0.10930651389133,-85.8344929228063,0.0913596687538274,0.282211427485574
"192",0.466859973758027,0.0224273951678974,0.0821450577926689,-82.5128168456,0.109118869708645,0.193838129589345
"193",0.46043774086711,0.0158917811888196,0.151711778112393,-94.052804733641,0.204086161968215,0.355687922583084
"194",0.466164270102386,0.0178408070934911,0.186116814052491,-88.9111191731782,0.0795492132627705,0.370306154411348
"195",0.464773775809648,0.0181287175965621,0.0643449030991091,-91.0785582961225,0.106200656673956,0.183030906935655
"196",0.471616632505266,0.0206108687747419,0.0968844861001975,-85.3274551949425,0.159531708441214,0.258880108791592
"197",0.467041405150624,0.0141858877191658,0.307958751805121,-95.0676563177429,0.115130535840013,0.420977159091649
"198",0.471593567613467,0.0212398845929446,0.0606891311938879,-85.0379448119954,0.162662073498351,0.121615174858295
"199",0.468505000914141,0.0138979776630224,0.031813142131626,-101.854231299,0.13416461511654,0.0316422224586246
"200",0.462969111744875,0.016489643801155,0.0829224957358962,-94.0154557529095,0.15296084406237,0.264113015400723
"201",0.467170395431038,0.0150462908598197,0.0972773036327343,-97.4601381524471,0.096550484759203,0.312496177520699
"202",0.465298258811653,0.0172962511948539,0.100175380890237,-92.2112869309705,0.100417257767284,0.292638558981757
"203",0.460030910016496,0.0109307920635224,0.177386808825126,-107.657991082817,0.286737487083083,0.39840968724396
"204",0.46349439318374,0.0186772196394281,0.260558514154866,-85.7149702275182,0.122001403791131,0.391812914265238
"205",0.464450041399954,0.0211625080439043,0.136849334478963,-83.5170435577318,0.0947951824823879,0.309809113663784
"206",0.463483986533331,0.0126092047503441,0.180141882812906,-102.226695791594,0.180188510369085,0.393488022499581
"207",0.469396173759594,0.019782293601533,0.0932610111086668,-86.9519684792749,0.118888746760208,0.257278662203957
"208",0.467177967458939,0.0145269619115035,0.0670345712872215,-99.1825576026801,0.109499862845871,0.250469459706124
"212",0.470273384962565,0.017575321015082,0.209308745121607,-88.9933112453849,0.138573035063199,0.386304982185744
"213",0.464769844630366,0.0156473034433547,0.0979597353317469,-95.9695762222257,0.122668182041755,0.305037854845337
"214",0.463752380163856,0.0198312001949248,0.235838855459259,-83.9219218696601,0.111326691782355,0.3796644542947
"215",0.461608332248657,0.0134779120478525,0.0593815674740708,-102.495354027623,0.217415044273231,0.234637024127871
"217",0.470481321696087,0.0207102469386665,0.146659359114116,-84.1999381726519,0.14633436946309,0.329268056727762
"218",0.465505584514697,0.0184639557992974,0.0966125077272321,-89.7720570374261,0.0900284369055314,0.274392071019871
"219",0.469859559079675,0.0210252051960988,0.0855235237177334,-84.8955553682595,0.136889007693632,0.224018364959896
"220",0.470783183553585,0.0186594223202961,0.0459775777946891,-90.2282920018692,0.12984667316392,0.0649457468008497
"221",0.462984886808447,0.0199453765950042,0.138047315767177,-85.7168457401777,0.125277157483045,0.318502710649057
"223",0.460778682796162,0.0152767801637315,0.141332899583829,-95.7983685103077,0.205589952575892,0.352687925380758
"224",0.467139367358252,0.0149876506745435,0.120750076321876,-96.8607685983937,0.0942519283693687,0.343018115172938
"225",0.464992816573096,0.0150995483338998,0.0923507936431489,-97.3648915525611,0.122294968909865,0.301490720508327
"226",0.465767423265002,0.0150709696992583,0.106429271292979,-96.9977937855102,0.104858297708108,0.324161927745157
"227",0.462763240762938,0.0220611023519394,0.12697621053549,-82.2413880404827,0.116861500644212,0.289021228311139
"228",0.468762426973693,0.024196684456157,0.114071089004393,-78.870972387985,0.149604571380847,0.256643083962729
"229",0.46380145064954,0.0209454418428254,0.0677961190507967,-85.4613457155631,0.107500202585559,0.154853945451906
"230",0.469488532532603,0.0188837089059821,0.0790441872537005,-89.3565458028698,0.10983686366985,0.230587867447985
"231",0.459796241042753,0.0194743691458258,0.255586735431066,-84.1423560271739,0.174954961364163,0.383601484249209
"232",0.469452202712752,0.0161992431880129,0.239817067808943,-91.5189539536872,0.138056629361901,0.401903869576936
"233",0.461458494372023,0.0144571663313403,0.102912218280983,-98.6169083685377,0.204566238832581,0.320977931686379
"234",0.468378528947648,0.0183275048659518,0.0580546600125758,-90.9826244297961,0.0900079670835006,0.152684580141786
"235",0.466567967353959,0.0180542045081529,0.0421527028988849,-91.7632192649521,0.0779415279525086,0.0382631786560444
"236",0.472984988288387,0.0201409989160255,0.116602875021476,-85.7335863567321,0.1774701221927,0.300253407593521
"237",0.459108857575738,0.0200573834139457,0.0487118457637175,-87.6886253868818,0.189911067475281,0.0473530905855817
"238",0.463568419207551,0.0138563924163552,0.178413456285135,-98.6991508965164,0.163321318654776,0.38590391617696
"239",0.466277897403534,0.0204702368252161,0.0721460159656094,-86.1973531143468,0.0811687117996125,0.182544463876535
"240",0.470558545855464,0.0160886310804464,0.06389340219127,-95.6524398620281,0.152489033844518,0.218754282368542
"241",0.471920866028537,0.0165908582961342,0.289022023666784,-89.5594537740627,0.186990346474973,0.41451742636796
"243",0.466466424388319,0.0153928617804417,0.0958288827133985,-96.625268973578,0.0959214219494898,0.305837798189284
"244",0.465049915905999,0.0194342184053935,0.0585485756043469,-88.4607302551524,0.0939891897982173,0.133116675775207
"245",0.470754450140969,0.0189454665933077,0.146985984145884,-87.4935094937742,0.134084123657897,0.341861435589974
"246",0.464339659969966,0.0200749154137023,0.0690596564088237,-87.1257369854262,0.103016075559066,0.173650182819057
"247",0.463169770640517,0.0206856729665636,0.127294042439454,-84.6235617120197,0.118078869747454,0.30066669846098
"248",0.465915743268706,0.0181954660957403,0.0631305846606022,-90.969742781256,0.0839426116776965,0.177696234554169
"249",0.467100415273072,0.0210231656402974,0.111407019137264,-84.2973605083666,0.100998669239853,0.278394480915427
"250",0.464615330010474,0.0201309774810772,0.0560723907961864,-87.1984219746992,0.0981695440058794,0.105597688792893
"251",0.458168600611832,0.0151021758915976,0.416896465951083,-90.5188900079788,0.234436446831039,0.421943357355945
"252",0.466499100350129,0.0151231423771213,0.332031137017401,-92.2066374556741,0.0971789371669255,0.420951738397961
"253",0.468576045243598,0.0163527956464834,0.394022573044672,-87.799019930888,0.123850818073846,0.427073865507744
"254",0.461971499073221,0.0148242844081882,0.143754224301291,-96.819000090078,0.187499865267705,0.35884907272199
"255",0.468892897834332,0.0146568608056488,0.1471274119361,-97.2313009214795,0.139160032224837,0.369272707328877
"257",0.467699189494148,0.0201655799507974,0.0931292291682174,-86.3033384016067,0.0988355553735715,0.251165882702005
"258",0.462465474291282,0.0157097920735267,0.105290688336889,-95.4269952470805,0.169623635628111,0.313261472288165
"259",0.461389000336326,0.0135576866774441,0.420834446746108,-94.3177999351136,0.200032757022075,0.429172800397675
"260",0.466732570888363,0.0185095596429053,0.0404702086034527,-90.8322159917443,0.0731657813843505,0.00936997549699292
"262",0.462351756399389,0.0174262796323751,0.125965581581329,-91.122942348739,0.15500314512358,0.324010160118791
"263",0.467676359498247,0.020146093515373,0.132111661235531,-85.3891296182403,0.101355140609941,0.31518343550529
"264",0.469031631452073,0.0157256508213424,0.0820471217505454,-96.0119366422749,0.127048857277095,0.277365543893823
"265",0.468099176008602,0.0168469718864772,0.100738119618535,-92.918238410803,0.0977275310116991,0.300863853865687
"266",0.463774881659776,0.0141429400000158,0.305849843537011,-95.1834104987218,0.151505948928681,0.417533432468698
"267",0.473554978547512,0.02014394483274,0.0572887574110994,-87.0864108809121,0.18431868322105,0.121933722596913
"268",0.461176440604959,0.0158394062116874,0.548294595630789,-86.167705705355,0.173586194879825,0.432287944643285
"269",0.467161874366274,0.0222825760917934,0.054575953531865,-83.2507982097358,0.109641663708233,0.0588762714627291
"270",0.469003101337253,0.0140228955701586,0.167638455344629,-98.446650596073,0.150786206330644,0.385353466524463
"271",0.46705136958752,0.0182324530451878,0.136235411414293,-89.2101263215131,0.0717923704591785,0.333220870924124
"273",0.46547299192321,0.0146216218016196,0.052424048892096,-99.5088216075608,0.118732700476863,0.186562413464932
"274",0.469617746603362,0.0204798495232621,0.10821647028498,-85.3709093652081,0.129818313625782,0.280368832188301
"275",0.46748329476739,0.0172167884858133,0.0370549215500449,-93.630607024298,0.0840311478274985,0.00285436652742532
"276",0.461958075858087,0.0169309328622686,0.215947661353101,-90.3342675881096,0.163225524901182,0.383555129717427
"277",0.472529464408709,0.0152009370242771,0.150369310967851,-95.7011901581557,0.205765897575329,0.371438776911131
"278",0.462004945644906,0.016160333342751,0.116259240512558,-94.1497918898414,0.173617449631028,0.323002374567509
"280",0.463567571904821,0.0159327622675527,0.141642188291401,-94.3940145009803,0.144137224608005,0.351081578432493
"281",0.466952167845146,0.0164265742220658,0.249094296425173,-90.7755264447222,0.0807118365383371,0.401006963728438
"282",0.464815950861373,0.0162046819096786,0.169758031840966,-92.9800261307141,0.116025912291823,0.369358423851048
"284",0.461718872806118,0.0141862792975696,0.150642993206244,-98.3933669972668,0.200033279004064,0.367547355129573
"288",0.462044304195402,0.0185127574172939,0.345745469452944,-84.221588679169,0.144769406588256,0.408499835640005
"291",0.465382202404438,0.0137823642559954,0.0807618548329542,-100.998776885159,0.127257896667716,0.294727822505629
"293",0.470536175320249,0.0166732090483032,0.172030592424927,-91.8086349497901,0.151428580959859,0.373616151891397
"294",0.469195889844062,0.0166955550266158,0.060919985120418,-94.5155376098048,0.119694484803858,0.195138780446966
"296",0.46715011779822,0.0188361226742291,0.129925009372214,-87.9887332843441,0.0797346593888648,0.322173236401455
"297",0.464049637289547,0.0202766580096371,0.110886456872333,-85.5685210300546,0.106178695503135,0.281189993456016
"298",0.465929347531282,0.0182544731792971,0.0598476323051769,-90.899556704373,0.0834297905172952,0.160913551982121
"300",0.465461577362864,0.013435608281618,0.248217780655905,-98.4430574531358,0.122241967904516,0.411333270171836
"301",0.461069947255786,0.0190471725765627,0.276693318587087,-84.4367830668151,0.158246962922396,0.39223137654571
"303",0.459317505438806,0.0182570841489906,0.210825965936051,-87.611209383095,0.195006014329412,0.372719613817958
"304",0.46558804895237,0.0188964093388709,0.146181695403903,-87.5892030137373,0.0857864972981936,0.336321458585773
"305",0.470447435558961,0.0142057021076104,0.117707997476316,-99.1158572395526,0.176994665442898,0.349761480380182
"307",0.464444452127978,0.0147259583811916,0.159809675212314,-96.8437892407618,0.135950876502318,0.372297600808572
"308",0.464268264088212,0.0136149770802937,0.208211013047767,-98.7300167785645,0.149219252124425,0.398877981023933
"309",0.467770401190867,0.0171545256614584,0.211579556431372,-89.8858629598775,0.091596395126903,0.386692030715019
"310",0.467909735970545,0.018646152515928,0.0805178581071768,-89.4207083528377,0.0838413045703792,0.236331885363687
"311",0.468118944029477,0.0194759016014051,0.0967295371737654,-87.5256632344944,0.0976046650328456,0.266775050835627
"312",0.466874689435735,0.010995973419781,0.319496102648702,-104.495618522359,0.153362511737917,0.432458077374988
"313",0.469368391059279,0.0175435077070138,0.0833190814764227,-91.9468308883428,0.115984308088755,0.258810288447716
"316",0.463381591589947,0.0148730441294913,0.0493032760950583,-98.8973768496426,0.161280563033519,0.161717172762778
"317",0.464060287766243,0.0141861105811871,0.144715589862646,-98.5578942655796,0.150052265573022,0.366032766373063
"318",0.462281910287703,0.016161161454019,0.132393487003753,-93.8123687974313,0.167630173903952,0.340212752508356
"319",0.464035296117572,0.0181946967794978,0.0586301188645706,-91.0851485047821,0.119839648062453,0.153705091576701
"320",0.470950562765061,0.0211140095214018,0.0503602633095691,-85.3661138725241,0.151575301769208,0.0516912473081096
"323",0.471063721207969,0.0164318822641541,0.0560382136962745,-94.9971202608836,0.157588348362372,0.177837346198686
"326",0.467794088294826,0.0202451508328212,0.0710948026271618,-86.5528825978556,0.099242014708866,0.183031347775077
"327",0.462004539764125,0.0162548020443785,0.237519470986119,-91.406879800555,0.167808487793437,0.393568878565938
"328",0.469378061626574,0.0166587319476722,0.0826810042307855,-93.6827853230171,0.124521659354584,0.26789608759088
"330",0.463142701360286,0.0132861418687795,0.192240134190568,-100.063897203574,0.178865199122416,0.394030484368131
